,Nz,figure,height,id,maxX,maxY,maxZ,minX,minY,minZ,oid,width,gabasynapse,glutsynapse,shaft,ConsensusNotSynapse,nofigure,edgesynapse,enface synapse,PSD positive,comments FC,comments MN
137,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/835.png,315.7,137,6243.4,7268.6,8,5865.3,6953.9,3,835,379.0,0,TRUE,0,0,FALSE,,,,,
138,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/837.png,340.0,138,6773.0,7096.0,26,6379.0,6757.0,21,837,395.0,0,TRUE,1,0,FALSE,,,,,
139,14,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/839.png,325.8,139,6857.3,7063.8,19,6252.2,6739.0,5,839,606.1,0,TRUE,0,0,FALSE,,,,,
140,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/841.png,323.0,140,6315.0,7332.0,24,5979.0,7010.0,18,841,337.0,0,TRUE,0,0,FALSE,,,,,
141,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/843.png,343.1,141,6631.0,7312.4,7,6223.4,6970.3,-1,843,408.6,1,FALSE,1,0,FALSE,,,0,,
142,13,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/845.png,502.0,142,6429.0,6798.0,42,5888.0,6297.0,29,845,542.0,0,TRUE,0,0,FALSE,,,1,,
143,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/847.png,365.0,143,6457.0,7006.0,27,6160.0,6642.0,21,847,298.0,1,FALSE,1,0,FALSE,,,,,
144,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/849.png,360.0,144,6299.0,6800.0,28,5944.0,6441.0,23,849,356.0,0,TRUE,0,0,FALSE,,,,,
145,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/851.png,297.0,145,6203.0,6700.0,25,5870.0,6404.0,21,851,334.0,0,TRUE,0,0,FALSE,,,0.5,,tiny with some PSD IF signal
146,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/853.png,352.0,146,6209.0,6824.0,20,5881.0,6473.0,13,853,329.0,0,TRUE,0,0,FALSE,,,,,
147,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/855.png,358.5,147,6241.1,6787.3,13,5844.0,6429.8,5,855,398.1,0,TRUE,0,0,FALSE,,,,,
148,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/857.png,374.4,148,6533.1,6761.5,16,6181.1,6388.1,8,857,353.0,0,TRUE,0,0,FALSE,,,,,
149,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/859.png,319.6,149,6278.2,6631.2,4,5858.4,6312.6,-1,859,420.8,0,TRUE,1,0,FALSE,,,0,,
150,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/861.png,312.0,150,7909.0,6772.0,37,7531.0,6461.0,31,861,379.0,0,TRUE,0,0,FALSE,,,,,
151,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/863.png,343.0,151,7725.0,6896.0,42,7380.0,6554.0,36,863,346.0,0,TRUE,0,0,FALSE,,,,,
152,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/865.png,383.0,152,7773.0,6794.0,47,7362.0,6412.0,40,865,412.0,0,TRUE,0,0,FALSE,,,,,
153,11,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/867.png,480.0,153,7549.0,6752.0,44,7157.0,6273.0,33,867,393.0,0,TRUE,0,0,FALSE,,,,,
154,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/869.png,380.2,154,7568.7,6621.0,5,7195.0,6241.8,-1,869,374.6,0,TRUE,0,0,FALSE,,,,,
155,3,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/871.png,330.7,155,7155.0,6532.7,2,6720.2,6203.0,-1,871,435.8,0,TRUE,0,0,FALSE,,,0,,need to double check the EM
156,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/873.png,363.6,156,7179.6,6708.9,6,6690.8,6346.4,-1,873,489.8,0,TRUE,0,0,FALSE,,,,,
157,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/875.png,452.0,157,7003.0,6610.0,49,6550.0,6159.0,43,875,454.0,0,TRUE,1,1,FALSE,,1,0,,
158,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/877.png,373.0,158,6589.0,6516.0,38,6238.0,6144.0,29,877,352.0,0,TRUE,0,0,FALSE,,,,,
159,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/879.png,353.0,159,6411.0,6512.0,37,6094.0,6160.0,31,879,318.0,0,TRUE,0,0,FALSE,,,,,
160,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/881.png,355.5,160,7809.0,6406.5,21,7451.9,6052.0,14,881,358.1,0,TRUE,0,0,FALSE,,,,,
161,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/883.png,334.0,161,7911.0,6449.0,21,7562.0,6116.0,16,883,350.0,0,TRUE,1,0,FALSE,,,,,
162,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/885.png,384.1,162,7729.0,6467.0,19,7362.0,6083.9,12,885,368.0,0,TRUE,1,0,FALSE,,,,,
163,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/887.png,337.6,163,7533.0,6383.0,51,7191.3,6046.4,46,887,342.7,0,TRUE,1,0,FALSE,,,0,,
164,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/889.png,363.0,164,7691.0,5893.0,33,7365.0,5531.0,26,889,327.0,0,TRUE,0,0,FALSE,,,,,
165,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/891.png,308.0,165,7201.0,5981.0,49,6866.0,5674.0,43,891,336.0,1,FALSE,0,0,FALSE,,,,,
166,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/893.png,344.6,166,6668.7,6173.8,15,6303.7,5830.2,10,893,366.0,0,TRUE,0,1,FALSE,,,,,not a synapse
167,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/895.png,333.0,167,6423.0,6211.0,28,6128.0,5879.0,24,895,296.0,0,TRUE,0,0,FALSE,,,0,,not sure
168,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/897.png,307.0,168,6331.0,6166.0,26,5985.0,5860.0,19,897,347.0,0,TRUE,0,0,FALSE,,,1,,
169,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/899.png,483.9,169,7977.0,5815.9,21,7636.0,5333.0,12,899,342.0,1,FALSE,1,0,FALSE,,,,,
170,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/901.png,465.0,170,7971.0,6135.0,45,7616.0,5671.0,37,901,356.0,0,TRUE,1,0,FALSE,,,0,,
171,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/903.png,305.3,171,7256.1,5496.4,4,6954.2,5192.1,-1,903,302.9,0,TRUE,0,0,FALSE,,,,,
172,10,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/905.png,419.0,172,6945.0,5631.0,26,6573.0,5213.0,16,905,373.0,0,TRUE,1,0,FALSE,,,,,
173,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/907.png,353.0,173,6273.0,6045.0,46,5885.0,5693.0,40,907,389.0,0,TRUE,0,0,FALSE,,,,,
174,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/909.png,302.0,174,7599.0,6269.0,32,7127.0,5968.0,27,909,473.0,0,TRUE,1,0,FALSE,,,0,,
175,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/911.png,330.0,175,7609.0,6399.0,27,7186.0,6070.0,23,911,424.0,1,FALSE,1,0,FALSE,,,,,
176,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/913.png,329.0,176,7445.0,6253.0,28,7096.0,5925.0,24,913,350.0,0,TRUE,0,0,FALSE,,,,,
177,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/915.png,370.0,177,7427.0,6519.0,39,7058.0,6150.0,33,915,370.0,0,TRUE,0,0,FALSE,,,,,
178,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/917.png,303.0,178,7493.0,6099.0,33,7126.0,5797.0,27,917,368.0,0,TRUE,0,0,FALSE,,,,,
179,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/919.png,326.0,179,7887.0,6069.0,39,7529.0,5744.0,35,919,359.0,0,TRUE,0,0,FALSE,,,,,
180,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/921.png,324.0,180,7319.0,6211.0,37,6970.0,5888.0,32,921,350.0,0,TRUE,0,0,FALSE,,,0,,"tiny, spino-spine"
181,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/923.png,326.0,181,7153.0,6043.0,39,6787.0,5718.0,35,923,367.0,0,TRUE,0,0,FALSE,,,,,
182,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/925.png,398.0,182,7609.0,5755.0,40,7168.0,5358.0,36,925,442.0,0,TRUE,1,1,FALSE,,1,0,,
183,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/927.png,313.3,183,7916.7,5204.3,51,7557.4,4892.0,46,927,360.3,0,TRUE,0,1,FALSE,,,0,,probably not a synapse
184,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/929.png,332.0,184,7495.0,5093.0,40,7108.0,4762.0,33,929,388.0,0,TRUE,0,0,FALSE,,,,,
185,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/931.png,347.0,185,7193.0,5233.0,35,6826.0,4887.0,31,931,368.0,0,TRUE,0,0,FALSE,,1,0.5,,
186,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/933.png,368.0,186,7587.0,5823.0,20,7188.0,5456.0,16,933,400.0,0,TRUE,0,0,FALSE,,,,,
187,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/935.png,303.0,187,7273.0,6471.0,42,6929.0,6169.0,35,935,345.0,0,TRUE,0,0,FALSE,,,,,
188,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/937.png,347.0,188,7797.0,6489.0,45,7443.0,6143.0,38,937,355.0,0,TRUE,0,0,FALSE,,,,,
189,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/939.png,379.0,189,7667.0,6395.0,44,7294.0,6017.0,38,939,374.0,0,TRUE,1,0,FALSE,,,,,
190,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/941.png,307.0,190,6347.0,6317.0,47,6023.0,6011.0,42,941,325.0,0,TRUE,0,0,FALSE,,,,,
191,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/943.png,335.0,191,6337.0,6437.0,48,5944.0,6103.0,41,943,394.0,0,TRUE,0,0,FALSE,,,,,
192,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/945.png,316.0,192,6509.0,6447.0,44,6166.0,6132.0,39,945,344.0,0,TRUE,0,0,FALSE,,,,,
193,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/947.png,347.0,193,6345.0,6141.0,47,6020.0,5795.0,41,947,326.0,0,TRUE,0,0,FALSE,,,,,
194,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/949.png,305.0,194,7381.0,5787.0,42,7050.0,5483.0,37,949,332.0,0,TRUE,0,0,FALSE,,,,,
195,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/951.png,343.0,195,7299.0,5869.0,37,6906.0,5527.0,30,951,394.0,0,TRUE,0,0,FALSE,,,0.5,,just missed PSD IF signal
196,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/953.png,367.0,196,7031.0,5991.0,39,6730.0,5625.0,32,953,302.0,0,TRUE,0,0,FALSE,,,,,
197,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/955.png,340.0,197,7223.0,5615.0,45,6861.0,5276.0,40,955,363.0,0,TRUE,1,0,FALSE,,,,,
198,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/957.png,355.0,198,7849.0,5815.0,50,7446.0,5461.0,43,957,404.0,0,TRUE,1,0,FALSE,,,,,
199,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/959.png,375.0,199,8011.2,5921.0,51,7589.0,5547.0,44,959,423.2,0,TRUE,1,0,FALSE,,,,,
200,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/961.png,302.0,200,7747.0,5315.0,43,7395.0,5014.0,38,961,353.0,0,TRUE,0,0,FALSE,,,,,
201,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/963.png,322.0,201,7743.0,5461.0,37,7421.0,5140.0,31,963,323.0,0,TRUE,0,0,FALSE,,,0,,
202,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/965.png,305.8,202,7716.6,5841.7,17,7348.6,5536.9,12,965,369.0,1,FALSE,0,0,FALSE,,,,,
203,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/967.png,373.4,203,7742.8,6195.7,17,7383.8,5823.3,13,967,360.1,0,TRUE,0,0,FALSE,,,,,
204,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/969.png,327.7,204,7744.9,6265.3,16,7402.9,5938.7,10,969,343.0,1,FALSE,0,0,FALSE,,,0,,
205,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/971.png,334.6,205,7678.8,6203.7,16,7347.8,5870.1,9,971,332.0,0,TRUE,0,0,FALSE,,,0,,
206,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/973.png,424.0,206,8065.0,5317.0,51,7661.0,4894.0,43,973,405.0,0,TRUE,1,0,FALSE,,,,,
207,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/975.png,296.0,207,7235.0,5073.0,43,6885.0,4778.0,37,975,351.0,0,TRUE,0,0,FALSE,,,,,
208,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/977.png,313.0,208,7764.6,5089.0,51,7367.0,4777.0,44,977,398.6,0,TRUE,1,0,FALSE,,,,,
209,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/979.png,308.0,209,7143.0,8629.0,43,6747.0,8322.0,38,979,397.0,0,TRUE,0,0,FALSE,,,,,
210,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/981.png,340.0,210,6435.0,8950.0,40,6108.0,8611.0,35,981,328.0,0,TRUE,0,0,FALSE,,,,,
211,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/983.png,350.0,211,6865.0,8946.0,37,6496.0,8597.0,29,983,370.0,0,TRUE,0,0,FALSE,,,,,
212,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/985.png,348.0,212,8013.0,8550.0,43,7605.0,8203.0,34,985,409.0,0,TRUE,0,0,FALSE,,,,,
213,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/987.png,321.0,213,7255.0,8410.0,39,6917.0,8090.0,35,987,339.0,0,TRUE,0,0,FALSE,,,0,,not sure... tiny
214,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/989.png,316.0,214,6959.0,8644.0,40,6638.0,8329.0,36,989,322.0,0,TRUE,0,0,FALSE,,,0.5,,"tiny, just missed PSD IF signal"
215,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/991.png,338.0,215,6901.0,8576.0,36,6516.0,8239.0,31,991,386.0,1,FALSE,1,0,FALSE,,,,,
216,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/993.png,370.0,216,7075.0,8528.0,50,6670.0,8159.0,44,993,406.0,0,TRUE,0,0,FALSE,,,,,
217,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/995.png,315.0,217,7873.0,8092.0,47,7527.0,7778.0,40,995,347.0,0,TRUE,0,0,FALSE,,,,,
218,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/997.png,376.0,218,7749.0,8164.0,46,7391.0,7789.0,41,997,359.0,0,TRUE,0,0,FALSE,,,,,
219,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/999.png,320.0,219,7645.0,7722.0,29,7263.0,7403.0,23,999,383.0,0,TRUE,0,0,FALSE,,,,,
220,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1001.png,374.0,220,7315.0,7700.0,38,6906.0,7327.0,34,1001,410.0,0,TRUE,0,0,FALSE,,,,,
221,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1003.png,335.6,221,7165.8,7730.1,13,6808.8,7395.5,8,1003,358.0,0,TRUE,0,0,FALSE,,,,,
222,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1005.png,363.5,222,7064.0,8074.1,16,6709.0,7711.7,11,1005,356.0,0,TRUE,0,0,FALSE,,,,,
223,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1007.png,367.4,223,7103.7,7642.6,14,6718.7,7276.1,5,1007,386.0,0,TRUE,0,0,FALSE,,,,,
224,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1009.png,392.0,224,6561.0,8226.0,35,6212.0,7835.0,30,1009,350.0,0,TRUE,1,0,FALSE,,,0,,
225,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1011.png,349.0,225,6657.0,8444.0,33,6235.0,8096.0,24,1011,423.0,0,TRUE,0,0,FALSE,,,,,
226,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1013.png,399.0,226,6357.0,8594.0,26,6039.0,8196.0,19,1013,319.0,0,TRUE,0,0,FALSE,,,,,
227,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1015.png,332.0,227,6263.0,8742.0,21,5924.0,8411.0,17,1015,340.0,0,TRUE,0,0,FALSE,,,,,
228,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1017.png,458.9,228,6562.3,8734.4,12,6101.3,8276.5,6,1017,462.0,0,TRUE,0,0,FALSE,,,,,
229,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1019.png,381.4,229,6400.1,8396.3,16,5938.1,8015.9,9,1019,463.0,0,TRUE,0,0,FALSE,,,,,
230,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1021.png,422.0,230,6439.0,8326.0,24,6024.0,7905.0,15,1021,416.0,0,TRUE,0,0,FALSE,,,,,
231,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1023.png,345.0,231,7031.0,7802.0,20,6716.0,7458.0,15,1023,316.0,1,FALSE,0,0,FALSE,,,,,
232,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1025.png,360.0,232,6879.0,7970.0,25,6388.0,7611.0,17,1025,492.0,0,TRUE,1,0,FALSE,,,,,
233,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1027.png,433.0,233,6755.0,8178.0,25,6212.0,7746.0,19,1027,544.0,0,TRUE,0,0,FALSE,,,,,
234,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1029.png,408.0,234,7985.0,8544.0,30,7532.0,8137.0,24,1029,454.0,0,TRUE,1,0,FALSE,,,,,
235,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1031.png,388.0,235,7861.0,8336.0,39,7486.0,7949.0,31,1031,376.0,0,TRUE,0,0,FALSE,,,,,
236,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1033.png,404.0,236,7737.0,7876.0,43,7242.0,7473.0,38,1033,496.0,0,TRUE,1,0,FALSE,,,,,
237,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1035.png,332.0,237,6931.0,7796.0,38,6535.0,7465.0,34,1035,397.0,1,FALSE,1,0,FALSE,,,0,,
238,10,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1037.png,461.0,238,6207.0,8396.0,37,5831.0,7936.0,27,1037,377.0,0,TRUE,0,0,FALSE,,,,,
239,10,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1039.png,336.0,239,6969.0,8576.0,32,6561.0,8241.0,22,1039,409.0,1,FALSE,1,0,FALSE,,,,,
240,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1041.png,397.0,240,7521.0,8870.0,26,7128.0,8474.0,20,1041,394.0,0,TRUE,0,0,FALSE,,,,,
241,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1043.png,366.0,241,7261.0,8860.0,25,6829.0,8495.0,17,1043,433.0,0,TRUE,1,0,FALSE,,,,,
242,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1045.png,368.0,242,7273.0,8766.0,26,6886.0,8399.0,19,1045,388.0,0,TRUE,1,0,FALSE,,,,,
243,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1047.png,332.0,243,7875.0,8760.0,29,7486.0,8429.0,22,1047,390.0,0,TRUE,0,0,FALSE,,,,,
244,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1049.png,354.0,244,7283.0,8210.0,28,6914.0,7857.0,23,1049,370.0,0,TRUE,0,0,FALSE,,,,,
245,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1051.png,341.0,245,7877.0,8410.0,23,7485.0,8070.0,17,1051,393.0,0,TRUE,0,0,FALSE,,,,,
246,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1053.png,340.6,246,7442.1,8129.8,18,7114.0,7790.2,11,1053,329.0,1,FALSE,1,0,FALSE,,,,,
247,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1055.png,346.0,247,7313.0,8446.0,20,6833.0,8101.0,13,1055,481.0,0,TRUE,1,0,FALSE,,,,,
248,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1057.png,402.0,248,7735.0,8216.0,23,7378.0,7815.0,15,1057,358.0,0,TRUE,0,0,FALSE,,,,,
249,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1059.png,406.2,249,7708.2,8344.6,13,7344.2,7939.4,6,1059,364.9,0,TRUE,0,0,FALSE,,,,,
250,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1061.png,437.1,250,8084.2,8233.3,15,7559.1,7797.2,7,1061,526.1,0,TRUE,0,0,FALSE,,,,,
251,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1063.png,359.5,251,7952.7,8187.5,8,7489.1,7829.0,1,1063,464.6,0,TRUE,0,0,FALSE,,,,,
252,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1065.png,390.0,252,7479.9,8357.2,7,7138.7,7968.2,-1,1065,342.1,0,TRUE,1,0,FALSE,,,,,
253,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1067.png,375.4,253,7593.8,7732.1,12,7164.8,7357.7,6,1067,430.0,0,TRUE,0,0,FALSE,,,,,
254,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1069.png,360.5,254,7635.8,7704.2,16,7236.8,7344.8,11,1069,400.1,0,TRUE,0,0,FALSE,,,,,
255,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1071.png,430.5,255,7937.2,7655.0,7,7638.7,7225.4,1,1071,299.5,0,TRUE,1,0,FALSE,,,,,
256,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1073.png,354.7,256,7180.9,7916.2,6,6790.5,7562.5,0,1073,391.4,0,TRUE,0,0,FALSE,,,,,
257,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1075.png,336.2,257,6963.0,7702.2,19,6599.7,7367.0,12,1075,364.3,0,TRUE,0,0,FALSE,,,,,
258,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1077.png,378.0,258,6925.0,7792.0,20,6519.7,7415.0,14,1077,406.3,0,TRUE,0,0,FALSE,,,,,
259,10,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1079.png,407.0,259,8003.0,7798.0,46,7668.0,7392.0,36,1079,336.0,0,TRUE,0,0,FALSE,,,,,
260,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1081.png,408.5,260,7860.5,8396.5,51,7369.0,7989.0,42,1081,492.5,1,FALSE,1,0,FALSE,,,,,
261,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1083.png,332.0,261,6955.0,8346.0,51,6613.0,8015.0,45,1083,343.0,0,TRUE,0,0,FALSE,,,,,
262,9,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1085.png,371.0,262,7127.0,7848.0,42,6747.0,7478.0,33,1085,381.0,0,TRUE,1,0,FALSE,,,,,
263,4,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1087.png,378.7,263,7071.0,8045.5,51,6715.9,7667.9,47,1087,356.1,0,TRUE,0,0,FALSE,,,,,
264,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1089.png,361.0,264,7103.0,8354.0,38,6693.0,7994.0,30,1089,411.0,0,TRUE,0,0,FALSE,,,,,
265,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1091.png,377.0,265,7063.0,8202.0,38,6743.0,7826.0,32,1091,321.0,0,TRUE,0,0,FALSE,,,,,
266,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1093.png,388.0,266,7423.0,8252.0,41,7050.0,7865.0,36,1093,374.0,0,TRUE,0,0,FALSE,,,,,
267,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1095.png,372.0,267,6943.0,8082.0,38,6497.0,7711.0,32,1095,447.0,0,TRUE,1,0,FALSE,,,,,
268,8,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1097.png,379.0,268,7827.0,7870.0,37,7476.0,7492.0,29,1097,352.0,0,TRUE,0,0,FALSE,,,,,
269,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1099.png,349.0,269,7205.0,7690.0,30,6785.0,7342.0,24,1099,421.0,0,TRUE,1,0,FALSE,,,,,
270,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1101.png,395.0,270,6493.0,7764.0,31,6149.0,7370.0,25,1101,345.0,1,FALSE,0,0,FALSE,,,,,
271,7,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1103.png,333.0,271,6335.8,7984.0,20,5943.0,7652.0,13,1103,393.8,1,FALSE,1,0,FALSE,,,0,,
272,11,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1105.png,340.0,272,7561.0,8108.0,45,7116.0,7769.0,34,1105,446.0,0,TRUE,0,0,FALSE,,,,,
273,5,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1107.png,373.0,273,7327.0,8100.0,43,6944.0,7728.0,38,1107,384.0,0,TRUE,0,0,FALSE,,,,,
274,6,/nas3/data/M247514_Rorb_1/processed/Site3Synaptograms_v2/1109.png,342.0,274,7027.0,7890.0,47,6686.0,7549.0,41,1109,342.0,0,TRUE,0,0,FALSE,,,,,
